host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,reviews_per_month,about_length,days_hosting,num_verifications,num_amenities
within an hour,1,0.96,t,1,t,t,Entire home/apt,4,1 bath,1,1,89,1,3,13,26,37,150,277,80,6,4.96,4.97,4.99,5,5,4.94,4.95,t,6.73,7,1265,5,31
within an hour,1,0.99,t,2,t,t,Entire home/apt,2,1 bath,1,1,207,1,120,0,0,0,0,266,70,9,4.99,4.99,4.99,4.99,4.99,4.96,4.96,f,17.24,49,2464,5,22
within an hour,1,1,t,1,t,f,Entire home/apt,8,3 baths,4,5,352,2,1125,1,7,11,261,132,34,2,4.87,4.92,4.84,4.98,4.98,4.98,4.78,t,4.06,71,1264,2,57
within an hour,1,0.97,t,1,t,f,Private room,2,1 private bath,1,1,125,2,7,5,5,5,5,111,21,4,4.96,4.93,5,5,4.98,4.89,4.95,t,2.7,87,3821,4,19
within an hour,1,0.99,t,4,t,t,Entire home/apt,2,1 bath,1,1,99,2,1125,11,34,51,296,41,13,1,4.85,4.88,4.88,4.98,4.93,4.93,4.76,t,0.99,0,1309,2,31
within an hour,1,0.98,t,2,t,f,Private room,2,1 private bath,1,1,88,1,7,20,50,80,80,6,0,0,5,5,5,5,5,4.83,4.83,t,0.15,0,1262,2,15
within an hour,1,1,t,1,t,t,Private room,2,1 private bath,1,1,118,2,28,4,15,15,38,186,55,7,5,5,5,5,5,5,4.97,t,7.49,230,1975,6,43
within an hour,1,1,t,0,t,t,Private room,3,1 private bath,1,2,204,2,365,8,22,41,292,8,2,0,4.88,5,5,5,5,5,5,t,0.41,46,3303,8,26
within an hour,1,1,t,1,t,t,Entire home/apt,4,1 bath,1,1,125,1,1125,19,48,77,352,200,67,4,4.81,4.8,4.88,4.94,4.9,4.88,4.56,t,5.18,48,3769,9,31
within an hour,1,0.87,t,1,t,t,Private room,2,1 private bath,1,1,89,1,14,5,5,20,20,57,3,2,4.81,4.88,4.74,4.91,4.95,4.98,4.74,f,1.37,78,2729,9,30
within an hour,0.97,1,t,2,t,f,Private room,2,1 shared bath,1,1,68,1,4,7,23,40,307,191,77,7,4.86,4.91,4.97,4.94,4.92,4.94,4.83,t,5.16,55,3035,3,45
within an hour,1,1,t,4,t,t,Entire home/apt,11,2 baths,4,7,343,2,1125,13,26,43,303,185,50,4,4.9,4.93,4.87,4.99,4.98,4.86,4.91,t,14.88,0,2452,4,64
within an hour,1,1,t,0,t,t,Private room,5,1 private bath,1,1,47,2,15,17,29,59,149,156,82,5,4.82,4.9,4.9,4.94,4.94,4.94,4.9,t,12.68,0,1586,8,28
within an hour,1,1,t,4,t,t,Entire home/apt,6,2 baths,3,3,196,2,1125,9,14,14,66,102,39,2,4.9,4.88,4.9,4.98,4.96,4.66,4.78,t,30.91,194,2696,8,36
within a day,1,0,f,1,t,t,Entire home/apt,2,1 bath,1,2,69,1,4,0,0,0,0,25,0,0,4.88,4.92,4.92,5,5,5,4.88,f,0.62,15,4096,5,23
within an hour,1,1,f,4,t,t,Entire home/apt,10,3.5 baths,4,5,628,3,180,26,52,75,255,53,6,1,4.87,4.92,4.91,5,4.87,4.89,4.79,t,1.95,48,2611,7,36
within an hour,1,0.99,t,5,t,t,Entire home/apt,2,1 bath,1,1,254,1,1125,11,41,71,346,148,45,4,4.98,4.98,5,4.97,4.95,5,4.81,t,3.58,343,1298,7,33
within an hour,1,0.99,t,1,t,t,Entire home/apt,6,1 bath,2,4,108,2,15,6,20,41,315,256,65,4,4.91,4.98,4.95,4.98,4.99,4.85,4.84,t,7.22,96,3127,5,37
within an hour,1,1,t,1,t,f,Private room,2,1 private bath,1,1,85,1,1125,10,37,67,247,223,78,3,4.89,4.96,4.95,4.97,4.9,4.85,4.9,t,8.05,48,2082,2,31
within a few hours,0.83,0.9,f,1,t,f,Entire home/apt,6,2 baths,3,3,298,2,1125,25,49,79,93,14,2,0,4.86,4.93,5,5,5,4.86,4.71,t,0.34,0,1240,2,22
within an hour,1,0.99,t,1,t,t,Entire home/apt,3,1 bath,2,2,88,2,35,4,17,38,128,229,83,6,4.99,4.99,5,5,5,4.93,4.93,f,9.12,212,1989,5,45
within an hour,1,1,t,1,t,t,Entire home/apt,2,1 bath,1,1,96,2,60,4,31,57,147,92,24,1,4.88,4.96,4.97,4.98,4.95,4.92,4.89,t,2.9,23,1240,5,37
within an hour,1,0.96,t,1,t,t,Entire home/apt,4,1 bath,1,2,117,2,14,7,29,44,126,272,92,7,4.98,4.99,5,5,5,5,4.96,f,7.26,129,1558,10,17
within an hour,1,0.99,t,1,t,f,Entire home/apt,2,1 bath,1,2,105,2,1125,0,0,0,0,148,46,7,4.93,4.97,4.97,4.97,4.97,4.91,4.88,t,3.8,46,1325,2,24
within an hour,1,1,t,1,t,t,Entire home/apt,8,1 bath,3,4,105,2,60,10,30,48,48,216,83,7,4.94,4.95,4.97,4.95,4.98,4.94,4.94,t,13.5,74,2798,5,30
within an hour,1,0.99,t,5,t,t,Entire home/apt,2,1 bath,1,1,290,1,1125,7,23,53,328,104,36,1,4.99,5,5,4.98,4.98,5,4.86,t,2.99,343,1298,7,21
within an hour,1,0.99,t,5,t,t,Entire home/apt,2,1 bath,1,1,241,1,1125,9,36,62,337,119,46,3,4.97,4.97,4.97,4.97,4.95,5,4.74,t,5.38,343,1298,7,18
within an hour,1,0.9,t,2,t,t,Entire home/apt,4,2 baths,2,3,204,3,31,2,7,8,239,66,14,2,4.95,4.94,4.95,5,4.98,4.92,4.88,f,1.65,132,1908,3,71
within an hour,1,0.98,t,2,t,f,Private room,2,1 bath,1,1,88,1,7,20,50,80,355,94,26,3,4.94,4.91,4.94,4.99,4.98,4.96,4.95,t,8.55,0,1262,2,16
within an hour,1,1,t,1,t,f,Entire home/apt,6,2 baths,3,3,200,2,1125,16,29,47,299,117,43,4,4.98,4.97,4.93,5,4.99,4.96,4.94,t,83.57,73,1623,2,45
within an hour,1,1,t,2,t,t,Entire home/apt,2,1 bath,1,1,264,3,1125,0,13,43,43,4,4,1,5,5,4.75,5,5,5,5,f,1.2,0,2584,7,17
within an hour,1,1,t,1,t,t,Entire home/apt,4,1.5 baths,2,2,120,2,1125,1,2,2,83,113,28,2,4.9,4.94,4.86,5,4.99,4.91,4.95,t,8.81,53,2129,6,52
within an hour,1,1,t,1,t,t,Entire home/apt,4,1 bath,1,1,101,1,5,7,27,54,144,274,102,12,4.96,4.99,4.98,4.99,4.97,4.9,4.93,t,17.34,116,2291,6,58
within an hour,1,0.98,t,1,t,f,Entire home/apt,6,2 baths,2,3,208,3,30,5,6,9,230,100,24,2,4.92,4.88,4.74,4.91,4.86,4.93,4.79,t,4.03,10,1220,2,19
within an hour,0.97,1,t,2,t,f,Private room,2,1 shared bath,1,1,62,1,4,10,29,57,328,224,92,3,4.88,4.96,4.98,4.96,4.96,4.95,4.89,t,5.82,55,3035,3,45
within an hour,1,1,t,1,t,t,Entire home/apt,2,1 bath,1,1,95,2,1125,3,5,24,111,78,18,1,5,5,5,5,4.99,4.94,4.96,t,2.52,0,1861,2,48
within an hour,1,1,t,5,t,t,Private room,2,1 private bath,1,1,159,1,365,8,32,54,163,12,1,0,5,5,4.92,5,5,5,4.83,t,0.3,0,1217,2,23
within a few hours,0.96,0.93,t,7,t,t,Private room,2,2 shared baths,1,1,92,2,60,9,35,65,340,70,12,3,4.87,4.94,4.84,4.97,4.97,4.99,4.77,f,1.9,31,3011,8,20
within an hour,1,1,t,1,t,t,Entire home/apt,4,1 bath,1,1,151,2,14,5,16,27,255,227,81,9,4.96,4.95,4.98,4.97,4.96,4.95,4.86,t,9.37,51,1505,6,32
within an hour,1,0.92,t,3,t,t,Entire home/apt,2,1 bath,1,2,95,30,30,0,1,28,181,4,2,0,5,5,4.75,5,5,5,4.75,f,0.16,62,2868,6,49
within an hour,0.89,1,f,6,t,t,Entire home/apt,7,1 bath,3,4,192,1,28,12,32,47,127,116,24,0,4.58,4.66,4.71,4.87,4.84,4.72,4.54,t,3.38,35,2352,6,50
within an hour,0.89,1,f,6,t,t,Entire home/apt,2,1 bath,1,2,74,1,28,10,30,46,46,193,47,3,4.8,4.88,4.92,4.95,4.89,4.69,4.85,t,15.04,35,2352,6,39
within an hour,1,1,t,1,t,f,Entire home/apt,4,2 baths,2,2,168,3,45,7,24,54,131,111,45,6,4.93,4.8,5,5,5,4.88,4.8,t,3.69,26,1890,2,17
within an hour,0.89,1,f,6,t,t,Entire home/apt,10,2 baths,4,6,260,1,28,10,30,45,293,108,30,3,4.76,4.82,4.91,5,4.91,4.64,4.79,t,2.89,35,2352,6,28
within an hour,1,1,t,1,t,t,Private room,2,1 private bath,1,1,129,2,5,12,37,51,51,148,31,2,4.97,5,5,4.97,5,4.98,4.92,f,3.98,74,2868,9,18
within an hour,1,0.94,t,2,t,t,Entire home/apt,3,1 bath,1,2,149,3,90,3,20,50,50,52,1,1,4.96,5,4.9,5,5,4.94,4.92,t,2.07,25,2283,8,29
within an hour,1,0.98,t,2,t,f,Private room,2,1 shared bath,1,2,48,2,1125,0,22,52,327,96,37,4,4.9,4.91,4.98,4.96,4.97,4.86,4.93,f,4.4,173,3205,6,44
within an hour,1,1,t,3,t,t,Private room,1,1 shared bath,1,1,43,14,28,11,41,56,133,5,3,1,5,5,5,4.8,5,5,5,f,0.13,105,2405,4,61
within an hour,1,0.99,t,3,t,t,Entire home/apt,2,1 bath,1,1,84,2,14,11,38,68,248,210,86,6,4.99,4.99,4.97,4.99,4.99,4.94,4.96,t,105,60,2471,8,26
within an hour,0.8,1,t,2,t,t,Entire home/apt,6,2.5 baths,2,2,371,1,30,1,1,1,15,147,47,9,4.99,4.97,4.97,4.97,4.99,4.91,4.86,t,3.99,90,2892,5,41
within an hour,1,0.94,t,2,t,t,Private room,2,1 shared bath,1,1,41,1,6,16,43,67,67,91,20,1,4.86,4.98,4.82,5,5,4.92,4.97,t,2.81,7,1459,7,37
within an hour,1,1,t,1,t,t,Entire home/apt,2,1 bath,1,1,70,2,29,5,7,26,26,389,123,3,4.96,4.99,4.98,5,4.99,4.94,4.93,f,10.45,65,2878,4,27
within an hour,1,1,t,1,t,t,Entire home/apt,5,1 bath,2,3,125,30,1125,0,20,50,139,107,13,1,4.99,4.98,4.99,5,5,4.97,4.91,f,3.08,16,2094,8,54
within an hour,1,0.86,t,9,t,t,Entire home/apt,2,1 bath,1,1,135,1,120,16,33,55,232,197,68,0,4.78,4.88,4.77,4.93,4.93,4.81,4.71,f,5.81,0,2026,8,29
within an hour,1,0.83,t,2,t,t,Entire home/apt,2,1 bath,1,1,124,30,1125,1,15,30,30,18,7,1,5,5,5,5,5,4.94,4.78,f,1.3,38,1410,6,32
within an hour,1,1,t,1,t,t,Entire home/apt,8,2 baths,3,6,304,2,29,6,30,54,144,93,21,2,4.99,5,5,5,5,4.83,4.94,t,3.34,54,1631,7,25
within an hour,1,0.94,t,1,t,f,Entire home/apt,2,1 bath,1,2,58,1,7,0,20,36,108,115,3,3,4.96,4.93,4.92,4.98,4.98,4.88,4.9,t,3.11,42,2797,5,30
within an hour,1,1,t,2,t,t,Entire home/apt,16,5 baths,5,14,671,2,1125,15,30,50,300,84,25,2,4.99,5,5,4.97,5,4.97,4.97,t,3.01,663,1756,6,26
within an hour,1,1,t,2,t,t,Entire home/apt,5,2 baths,3,3,163,3,1125,0,22,52,209,64,9,0,4.97,4.98,4.95,5,5,4.95,4.97,t,1.72,0,1186,5,44
within an hour,1,0.99,t,1,t,t,Entire home/apt,2,1 bath,1,1,84,2,28,6,27,53,323,146,70,6,4.99,4.99,5,4.99,4.99,4.96,4.97,f,6.1,300,1922,5,48
within an hour,1,1,t,2,t,t,Entire home/apt,2,1 bath,1,1,109,2,1125,5,14,19,19,367,104,7,4.95,4.9,4.96,4.98,4.98,4.95,4.89,t,9.86,122,2874,4,38
within an hour,1,1,t,1,t,t,Entire home/apt,2,1 bath,1,1,62,2,7,0,0,0,0,54,14,4,4.91,4.91,4.98,5,5,4.87,4.91,t,1.4,77,1922,6,54
within an hour,1,1,t,2,t,t,Entire home/apt,16,4.5 baths,7,13,691,2,1125,12,29,54,300,75,21,0,5,4.97,5,5,5,4.94,4.89,t,2.34,663,1756,6,24
within an hour,1,1,t,1,t,t,Entire home/apt,4,1 bath,1,2,158,2,1125,3,4,4,4,179,42,4,4.79,4.91,4.68,4.98,4.98,4.88,4.82,t,4.95,94,2931,6,30
within an hour,1,1,t,1,t,f,Entire home/apt,4,2 baths,2,2,175,2,1125,5,8,10,144,93,35,2,4.89,4.87,4.72,4.98,4.94,4.97,4.85,t,3.37,135,1177,2,29
within an hour,1,1,t,2,t,t,Entire home/apt,3,1 bath,1,1,160,2,1125,4,16,37,124,192,63,9,4.93,4.98,4.95,4.98,4.97,4.95,4.81,t,4.98,49,2305,7,41
within an hour,1,1,t,3,t,t,Entire home/apt,5,2 baths,2,2,213,1,1125,0,8,14,271,2,0,0,5,5,5,5,5,5,4.5,t,0.06,0,2586,8,29
within an hour,1,0.98,t,2,t,t,Private room,4,1 private bath,2,2,69,1,1125,5,9,9,9,96,15,1,4.96,4.98,4.96,4.98,4.99,4.93,4.91,f,2.63,53,3926,10,38
within a few hours,1,0.99,t,2,t,t,Entire home/apt,6,1 bath,2,3,250,3,30,13,33,54,317,49,33,3,4.96,4.98,4.75,4.96,4.98,4.98,4.96,f,1.33,20,2016,8,32
within an hour,0.98,1,t,2,t,t,Private room,2,1 shared bath,1,1,44,1,1125,6,36,66,338,317,105,11,4.9,4.95,4.95,4.92,4.91,4.92,4.92,f,8.98,56,1185,5,25
within an hour,1,1,t,1,t,t,Entire home/apt,14,4 baths,4,7,681,3,60,17,25,31,31,68,22,1,4.96,4.97,4.99,5,4.99,4.9,4.85,f,2.05,37,2582,9,74
within an hour,1,1,f,1,t,t,Private room,2,1 private bath,1,1,140,1,1125,28,58,88,363,66,15,1,4.73,4.82,4.91,4.98,4.94,4.83,4.52,t,2.61,0,1165,6,35
within a day,0.86,0.86,t,1,t,t,Entire home/apt,8,2 baths,3,4,170,30,1125,0,0,13,144,5,2,1,5,5,5,5,5,5,5,f,0.18,0,1911,4,28
within an hour,1,0.99,t,2,t,t,Entire home/apt,4,1 bath,1,2,75,2,90,4,23,41,131,266,34,7,4.96,4.99,4.96,4.99,5,4.92,4.94,t,9.84,47,1376,6,39
within an hour,0.89,0.99,f,729,t,f,Entire home/apt,6,2 baths,3,4,192,2,1125,0,0,0,0,8,3,0,4.38,4.63,4.25,5,5,4.75,4.38,t,0.21,61,1489,3,20
within an hour,0.98,1,t,2,t,t,Private room,2,1 shared bath,1,1,43,1,1125,13,43,73,348,357,140,17,4.9,4.94,4.95,4.95,4.96,4.89,4.93,f,357,56,1185,5,26
within an hour,1,0.98,t,1,t,t,Entire home/apt,2,1 bath,1,1,93,1,7,7,37,64,154,193,60,4,4.91,4.98,4.92,4.99,4.99,4.96,4.93,t,83.91,111,2040,9,26
within an hour,1,1,t,1,t,f,Entire home/apt,2,1 bath,1,1,214,1,21,20,40,70,70,200,65,6,4.97,4.97,4.98,4.99,4.99,4.97,4.82,t,7.25,0,2048,5,27
within an hour,1,1,t,1,t,t,Entire home/apt,3,1 bath,1,1,74,30,1125,0,0,14,120,7,4,0,5,5,5,5,5,5,4.71,t,0.21,37,1275,7,31
within an hour,1,0.69,t,1,t,t,Entire home/apt,4,1 bath,2,3,154,2,1125,4,4,19,199,73,21,0,4.96,4.96,4.99,4.95,4.97,4.88,4.85,f,2.7,54,1546,4,39
within an hour,1,1,t,2,t,f,Entire home/apt,3,1 bath,2,2,140,2,1125,12,38,68,343,154,52,6,4.94,4.98,4.97,4.97,4.95,4.93,4.9,f,4.23,84,2545,3,18
within an hour,1,1,t,3,t,t,Entire home/apt,5,1.5 baths,2,2,168,2,90,16,36,58,58,153,54,5,5,5,4.99,5,5,4.92,4.95,t,4.02,51,2257,7,31
within an hour,1,1,t,1,t,f,Private room,2,1 private bath,1,1,69,2,5,0,0,0,0,54,11,0,4.94,4.96,4.92,5,5,4.98,4.94,t,1.43,45,3418,2,23
within an hour,1,1,t,3,t,t,Entire home/apt,5,1 bath,1,1,243,1,100,3,9,23,297,15,6,0,5,5,5,5,5,5,5,t,0.61,18,3452,5,19
within an hour,1,0.98,t,9,t,t,Entire home/apt,4,2 baths,2,2,125,28,1125,0,4,4,97,14,10,1,4.93,4.93,4.93,5,4.86,5,4.71,f,0.39,23,1179,6,50
within a few hours,1,0.78,f,2,t,f,Entire home/apt,5,1 bath,2,4,153,3,1125,8,28,58,305,27,26,1,4.93,4.85,4.74,4.89,4.96,5,4.89,t,2.09,107,2109,2,31
within an hour,1,0.99,t,3,t,t,Entire home/apt,4,1 bath,2,2,280,2,30,22,47,77,77,134,41,4,4.85,4.95,4.92,5,5,4.97,4.85,f,4.73,45,1982,6,17
within an hour,1,1,t,1,t,t,Entire home/apt,4,1 bath,1,1,70,2,1125,6,25,50,140,226,58,2,4.97,4.98,5,5,4.99,4.99,4.96,t,7.53,80,1236,6,38
within an hour,1,1,t,1,t,f,Entire home/apt,4,1 bath,2,2,150,2,21,17,45,75,350,91,44,5,4.98,4.97,5,4.99,4.98,4.92,4.86,f,2.45,73,1130,2,33
within an hour,1,1,t,1,t,f,Entire home/apt,2,1 bath,1,1,225,2,60,10,28,52,325,76,15,5,4.97,4.99,5,5,4.97,4.99,4.68,f,2.45,108,1925,2,31
within a few hours,1,1,t,1,t,t,Entire home/apt,4,1 bath,2,2,150,30,1125,17,39,69,174,9,2,1,5,5,4.88,5,5,5,4.88,f,0.25,65,2531,3,30
within a few hours,1,1,f,1,t,f,Entire home/apt,2,1 bath,1,1,60,30,60,0,29,59,103,2,0,0,5,5,5,5,4.5,5,5,f,0.06,169,1127,2,32
within an hour,1,1,t,1,t,t,Entire home/apt,6,2 baths,3,3,178,3,1125,18,31,38,79,105,27,1,4.9,4.91,4.96,5,5,4.87,4.86,t,2.85,46,1891,5,53
within an hour,1,1,t,0,t,t,Private room,2,1 private bath,1,1,99,2,1125,0,0,0,0,24,9,0,4.92,4.96,4.75,5,5,5,5,t,10,0,1124,4,28
within an hour,1,0.98,t,1,t,t,Entire home/apt,4,1 bath,2,2,226,2,7,0,0,7,48,71,29,4,5,4.99,5,5,5,4.93,4.9,t,2.18,0,2641,5,31
within an hour,1,1,t,1,t,f,Entire home/apt,4,1 bath,1,2,115,2,29,0,27,50,325,55,18,3,4.87,4.91,4.91,4.98,5,4.93,4.84,f,1.49,5,1120,2,31
within an hour,1,0.99,t,1,t,t,Entire home/apt,10,2 baths,3,3,305,2,1125,10,26,34,290,192,79,6,4.94,4.97,4.85,4.98,4.99,4.96,4.82,f,11.52,0,2763,9,59
within an hour,0.89,1,f,6,t,t,Entire home/apt,10,3 baths,4,6,281,1,28,6,18,31,296,94,40,2,4.8,4.83,4.71,4.94,4.79,4.77,4.8,t,2.98,35,2352,6,39
within an hour,1,1,t,1,t,t,Entire home/apt,4,1 bath,1,2,160,2,30,0,6,6,6,89,20,1,4.98,4.96,4.99,5,4.97,4.89,4.91,f,3.28,120,1663,6,35
within an hour,1,1,t,2,t,t,Entire home/apt,3,1 bath,1,2,255,3,1125,13,43,73,163,96,31,2,5,5,4.99,5,5,4.98,4.94,f,6.11,0,2403,4,51
within an hour,0.94,0.99,f,2,t,f,Entire home/apt,2,1 bath,1,1,109,1,1125,26,31,46,321,136,39,1,4.78,4.87,4.87,4.97,4.86,4.77,4.7,t,8.46,96,1327,2,17
within an hour,1,1,t,1,t,f,Entire home/apt,6,2.5 baths,3,4,326,3,30,0,16,27,278,108,33,0,4.98,4.99,5,4.97,4.98,4.95,4.94,f,5.08,40,1414,2,67
within an hour,1,0.97,t,1,t,t,Entire home/apt,4,1 bath,1,2,136,3,1125,0,0,0,0,218,56,5,4.99,4.98,5,5,5,4.96,4.91,f,9.02,32,3043,5,36
within an hour,1,1,t,1,t,f,Entire home/apt,2,1 bath,1,1,109,2,3,0,5,29,209,99,25,2,4.98,4.97,4.99,5,5,4.95,4.82,t,3.74,0,1109,3,25
within an hour,1,0.98,t,1,t,t,Entire home/apt,2,1 bath,1,1,133,1,30,5,18,39,298,250,120,12,4.94,4.98,4.92,5,5,4.95,4.82,t,12.2,0,2335,9,47
within an hour,1,1,t,1,t,t,Entire home/apt,4,1 bath,1,2,117,2,7,1,11,31,31,396,134,11,4.98,4.99,4.99,5,4.99,4.95,4.91,t,14.72,415,3183,6,29
within a few hours,1,0.9,t,3,t,f,Entire home/apt,4,1 bath,2,2,90,3,14,4,4,4,71,77,25,2,4.91,4.99,4.96,4.95,4.99,4.84,4.88,f,2.11,32,1812,3,31
within a few hours,1,0.9,t,3,t,f,Entire home/apt,4,2 baths,2,2,115,3,14,11,41,71,161,33,14,1,4.88,5,5,4.97,5,4.73,4.79,f,1.02,32,1812,3,33
within an hour,1,1,t,1,t,f,Private room,3,1 private bath,1,3,61,2,1125,12,37,67,67,214,59,5,4.85,4.95,4.86,4.98,4.98,4.94,4.93,t,6.29,7,2292,2,54
within an hour,0.97,1,f,111,t,t,Entire home/apt,8,2 baths,4,5,239,1,1125,10,19,22,164,6,3,0,5,5,4.83,5,5,5,4.5,t,0.2,0,1588,6,32
within an hour,0.97,1,f,111,t,t,Entire home/apt,16,7 baths,7,12,546,1,1125,14,30,52,320,7,5,1,5,4.86,4.86,5,4.71,5,4.29,t,0.27,0,1588,6,34
within an hour,0.97,1,f,111,t,t,Entire home/apt,8,3 baths,3,4,259,1,1125,11,34,58,315,5,2,0,5,5,5,5,5,5,4.8,t,0.15,0,1588,6,33
within an hour,1,1,t,2,t,t,Entire home/apt,4,1 bath,1,2,94,1,27,5,15,36,307,286,86,9,4.9,4.97,4.85,5,4.97,4.86,4.88,t,18.49,25,2406,7,34
within an hour,0.97,1,f,111,t,t,Entire home/apt,2,1 bath,1,1,71,1,1125,1,28,58,333,3,0,0,3.33,3.33,4.67,5,4.33,3.67,4,t,0.1,0,1588,6,28
within an hour,1,0.99,t,3,t,t,Entire home/apt,6,2.5 baths,3,3,154,2,21,5,27,57,147,125,67,4,4.98,4.98,4.98,4.99,4.98,4.95,4.95,t,3.74,60,2471,8,39
within an hour,0.97,1,f,111,t,t,Entire home/apt,8,3 baths,4,4,265,1,1125,0,0,0,0,14,8,0,4.64,4.79,4.43,4.86,4.86,4.93,4.64,t,0.55,0,1588,6,32
within an hour,1,0.97,t,2,t,f,Private room,2,1 private bath,1,1,49,2,1125,0,0,0,0,109,6,0,4.98,4.95,4.96,4.97,4.96,4.94,4.92,f,4.23,88,2506,2,30
within an hour,1,1,t,2,t,t,Entire home/apt,2,1 bath,1,1,72,30,180,0,0,0,259,2,0,0,5,5,5,5,5,4.5,5,f,0.09,91,2465,8,33
within a day,1,0.81,t,5,t,f,Entire home/apt,2,1 bath,1,2,85,2,120,0,11,11,146,44,19,1,4.91,4.91,4.86,4.98,4.98,4.95,4.84,f,1.24,13,4113,5,41
within an hour,1,1,t,1,t,f,Private room,4,1 private bath,1,4,163,2,1125,0,0,0,0,40,25,5,4.92,4.95,4.92,4.97,5,4.92,4.87,f,1.13,56,2974,3,33
within an hour,1,0.97,t,2,t,f,Entire home/apt,4,1 bath,2,2,157,2,28,15,29,53,324,127,44,3,4.91,4.97,4.96,4.99,4.98,4.98,4.83,t,4.36,35,2459,5,34
within an hour,0.97,1,f,111,t,t,Entire home/apt,12,4 baths,5,5,500,1,1125,22,43,48,323,3,2,1,5,5,5,5,5,5,4.67,t,0.11,0,1588,6,32
within an hour,1,0.92,t,1,t,t,Private room,2,1 private bath,1,1,72,1,5,4,19,47,315,43,11,1,4.93,4.93,5,4.93,4.93,4.86,4.95,t,1.36,68,4048,7,37
within a few hours,1,1,t,1,t,t,Entire home/apt,10,2 baths,3,7,504,2,300,11,28,45,219,131,42,3,4.96,5,4.93,4.99,4.95,4.9,4.91,f,44.16,0,1761,3,41
within an hour,1,1,t,1,t,f,Entire home/apt,6,2 baths,3,3,486,2,40,7,15,29,107,47,39,6,5,4.98,4.98,5,5,4.94,4.83,t,1.36,52,3260,5,52
within an hour,1,1,t,2,t,t,Entire home/apt,16,5 baths,6,21,846,2,1125,14,33,63,305,57,18,1,5,4.98,4.98,4.98,5,4.98,4.98,t,1.98,663,1756,6,28
within an hour,0.97,1,f,111,t,t,Entire home/apt,9,3 baths,4,6,230,1,1125,14,28,49,320,12,6,1,4.92,5,5,4.92,4.83,5,4.75,t,0.4,0,1588,6,31
within an hour,0.97,1,f,111,t,t,Entire home/apt,2,1 bath,1,1,115,1,1125,8,38,55,287,17,9,1,4.94,5,5,5,4.94,5,4.82,t,0.5,0,1588,6,28
within an hour,1,0.97,t,5,t,t,Entire home/apt,2,1 bath,1,1,173,2,31,11,30,60,332,126,38,1,4.85,4.97,4.94,4.9,4.9,4.96,4.68,t,7.94,0,1322,7,32
within an hour,1,0.97,t,5,t,t,Entire home/apt,4,2.5 baths,2,3,273,2,21,4,19,42,313,126,43,4,4.83,4.94,4.95,4.93,4.86,4.87,4.76,t,3.98,0,1322,7,31
within an hour,1,0.97,t,5,t,t,Entire home/apt,2,1 bath,1,1,173,2,31,11,32,62,333,117,41,4,4.89,4.95,4.96,4.91,4.93,4.97,4.84,t,3.49,0,1322,7,34
within an hour,1,1,t,1,t,t,Private room,4,1 shared bath,2,2,214,2,1125,9,36,66,333,33,15,2,5,4.97,5,5,5,5,4.82,f,0.93,0,1075,4,30
within an hour,1,1,t,6,t,t,Entire home/apt,10,2.5 baths,3,6,252,2,45,12,35,65,337,141,51,8,4.89,4.91,4.87,4.94,4.94,4.84,4.89,t,4.4,33,2008,8,45
within an hour,1,0.98,t,2,t,t,Entire home/apt,3,1 bath,1,2,91,2,29,4,22,49,324,270,78,5,4.89,4.96,4.98,4.97,4.99,4.83,4.87,f,8.58,60,2924,10,38
within an hour,0.96,1,t,5,t,f,Entire home/apt,13,2.5 baths,4,7,450,3,1125,13,35,51,321,43,12,2,4.91,4.91,4.79,4.95,4.91,4.84,4.86,t,1.29,0,1669,3,43
within an hour,1,0.96,t,1,t,t,Entire home/apt,4,1 bath,1,2,120,2,21,4,28,46,136,229,78,6,4.93,4.96,4.95,4.99,5,4.92,4.9,f,42.15,107,3624,7,41
within an hour,1,0.92,t,1,t,t,Entire home/apt,4,1 bath,2,2,264,3,60,0,0,0,0,56,12,2,4.98,4.98,4.93,5,5,4.98,4.93,f,2.42,32,3005,6,44
within an hour,1,0.71,t,1,t,f,Entire home/apt,2,1 bath,1,1,135,2,14,0,0,14,14,39,6,2,5,5,4.97,5,5,5,4.97,f,1.26,90,1918,3,18
within an hour,1,1,t,1,t,t,Entire home/apt,2,1 bath,1,1,135,3,1125,10,36,64,154,39,18,2,4.97,4.97,4.97,5,4.97,4.97,4.92,f,8.18,23,1446,7,38
within an hour,1,1,t,2,t,f,Private room,2,1 private bath,1,1,66,2,30,9,27,53,53,126,47,6,4.89,4.98,4.95,4.98,4.98,4.98,4.9,f,4.1,395,1452,3,29
within an hour,1,1,t,0,t,t,Entire home/apt,11,2 baths,4,5,893,2,1125,15,32,50,300,62,39,3,4.92,4.94,4.92,4.97,5,4.98,4.73,f,2.47,70,2106,7,39
within an hour,1,1,t,1,t,t,Private room,4,1 private bath,1,1,124,2,90,17,44,74,349,138,46,4,4.97,4.96,4.96,4.99,4.99,4.92,4.93,t,12.74,30,1742,6,31
